starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	13
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	16	14
Sat Jul 24 22:58:22 2021	1627131502	1	15	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	3	13	16	12
Sat Jul 24 22:58:22 2021	1627131502	2	14	16	13
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	16	14
Sat Jul 24 22:58:22 2021	1627131502	1	16	16	16
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:22 2021	1627131502	3	13	16	11
Sat Jul 24 22:58:22 2021	1627131502	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	16	13
Sat Jul 24 22:58:21 2021	1627131501	3	13	16	13
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:22 2021	1627131502	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	16	14
Sat Jul 24 22:58:22 2021	1627131502	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	3	13	16	13
Sat Jul 24 22:58:22 2021	1627131502	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	16	15
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	16	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	16	15
Sat Jul 24 22:58:22 2021	1627131502	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	16	13
Sat Jul 24 22:58:21 2021	1627131501	3	14	16	13
Sat Jul 24 22:58:21 2021	1627131501	1	16	16	16
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	16	15
Sat Jul 24 22:58:22 2021	1627131502	5	12	16	10
Sat Jul 24 22:58:21 2021	1627131501	3	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	14
Sat Jul 24 22:58:22 2021	1627131502	1	15	16	15
Sat Jul 24 22:58:22 2021	1627131502	2	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	3	13	16	13
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:22 2021	1627131502	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:22 2021	1627131502	2	15	16	15
Sat Jul 24 22:58:22 2021	1627131502	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	16	14
Sat Jul 24 22:58:22 2021	1627131502	5	11	16	10
Sat Jul 24 22:58:22 2021	1627131502	2	14	16	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	16	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	16	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	16	16
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	3	13	17	13
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	5	12	17	10
Sat Jul 24 22:58:22 2021	1627131502	5	12	17	10
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	5	12	17	10
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	0	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	14	17	14
Sat Jul 24 22:58:22 2021	1627131502	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:22 2021	1627131502	3	14	17	13
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	0	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	4	13	17	13
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	14
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	0	17	17	16
Sat Jul 24 22:58:22 2021	1627131502	3	14	17	13
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	5	12	17	12
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	15
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	5	12	17	10
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	3	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	3	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	16	17	15
Sat Jul 24 22:58:22 2021	1627131502	2	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	17	17
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	17	17
Sat Jul 24 22:58:22 2021	1627131502	3	14	17	13
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	2	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	0	17	17	16
Sat Jul 24 22:58:21 2021	1627131501	4	13	17	13
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	0	17	17	17
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	5	12	17	12
Sat Jul 24 22:58:22 2021	1627131502	1	17	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	17	16
Sat Jul 24 22:58:22 2021	1627131502	3	14	17	13
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	16
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	0	17	17	17
Sat Jul 24 22:58:22 2021	1627131502	5	12	17	12
Sat Jul 24 22:58:21 2021	1627131501	3	15	17	14
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	3	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	13
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:21 2021	1627131501	3	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	17	14
Sat Jul 24 22:58:22 2021	1627131502	1	17	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	17	14
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	17	17
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	17	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	17	17
Sat Jul 24 22:58:21 2021	1627131501	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	17	15
Sat Jul 24 22:58:22 2021	1627131502	1	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	0	17	17	17
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	2	15	17	15
Sat Jul 24 22:58:22 2021	1627131502	4	13	17	13
Sat Jul 24 22:58:22 2021	1627131502	2	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	17	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	18	15
Sat Jul 24 22:58:22 2021	1627131502	1	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	3	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	0	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	15
Sat Jul 24 22:58:22 2021	1627131502	2	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	1	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	14
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	0	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	3	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	0	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	15
Sat Jul 24 22:58:22 2021	1627131502	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	5	12	18	12
Sat Jul 24 22:58:21 2021	1627131501	2	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	0	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	0	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	14
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	4	13	18	13
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	15
Sat Jul 24 22:58:21 2021	1627131501	4	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	5	13	18	13
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	5	13	18	13
Sat Jul 24 22:58:21 2021	1627131501	2	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	4	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	15
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	15
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	16
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	4	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	15
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	15
Sat Jul 24 22:58:22 2021	1627131502	3	15	18	15
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	17	18	16
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	15
Sat Jul 24 22:58:21 2021	1627131501	4	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	18	17
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	18	18
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	7	12	18	11
Sat Jul 24 22:58:21 2021	1627131501	5	13	18	13
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	3	15	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	15
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	15
Sat Jul 24 22:58:21 2021	1627131501	0	18	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	5	13	18	13
Sat Jul 24 22:58:21 2021	1627131501	1	18	18	18
Sat Jul 24 22:58:21 2021	1627131501	7	11	18	10
Sat Jul 24 22:58:21 2021	1627131501	4	14	18	14
Sat Jul 24 22:58:22 2021	1627131502	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	18	18
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	16
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	7	12	18	11
Sat Jul 24 22:58:21 2021	1627131501	4	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	0	18	18	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	18	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	18	17
Sat Jul 24 22:58:21 2021	1627131501	6	13	18	13
Sat Jul 24 22:58:21 2021	1627131501	1	17	18	17
Sat Jul 24 22:58:22 2021	1627131502	2	17	18	15
Sat Jul 24 22:58:21 2021	1627131501	2	17	18	16
Sat Jul 24 22:58:22 2021	1627131502	5	14	18	14
Sat Jul 24 22:58:21 2021	1627131501	2	16	18	15
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
