starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	3	15	19	15
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:22 2021	1627131502	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	4	15	19	15
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	15
Sat Jul 24 22:58:21 2021	1627131501	0	19	19	19
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	0	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:22 2021	1627131502	5	13	19	12
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	15
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	7	11	19	11
Sat Jul 24 22:58:21 2021	1627131501	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	15
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	0	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	6	13	19	12
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	7	12	19	11
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	7	12	19	12
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	7	12	19	12
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	5	14	19	14
Sat Jul 24 22:58:21 2021	1627131501	0	19	19	19
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	13
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	14
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	14
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	13
Sat Jul 24 22:58:21 2021	1627131501	0	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	6	14	19	13
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	0	19	19	16
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	6	14	19	13
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	0	19	19	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	14
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	0	19	19	19
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	2	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	14
Sat Jul 24 22:58:21 2021	1627131501	7	12	19	12
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:22 2021	1627131502	1	18	19	17
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	15
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	19
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	7	12	19	11
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	14
Sat Jul 24 22:58:22 2021	1627131502	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	3	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:22 2021	1627131502	2	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	5	14	19	12
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	3	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	0	19	19	19
Sat Jul 24 22:58:21 2021	1627131501	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	3	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	14
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	6	14	19	13
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	19	17
Sat Jul 24 22:58:22 2021	1627131502	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	6	14	19	13
Sat Jul 24 22:58:21 2021	1627131501	5	15	19	15
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	3	16	19	16
Sat Jul 24 22:58:21 2021	1627131501	5	14	19	14
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	19
Sat Jul 24 22:58:22 2021	1627131502	2	18	19	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	3	17	19	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	6	13	19	13
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	19	19
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	19	18
Sat Jul 24 22:58:21 2021	1627131501	7	12	20	12
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	16
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	7	12	20	12
Sat Jul 24 22:58:21 2021	1627131501	5	14	20	14
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	7	13	20	13
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	3	16	20	16
Sat Jul 24 22:58:22 2021	1627131502	2	18	20	16
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	2	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	7	13	20	13
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	7	12	20	12
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:22 2021	1627131502	2	18	20	16
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:22 2021	1627131502	1	18	20	17
Sat Jul 24 22:58:22 2021	1627131502	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	7	13	20	13
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	7	12	20	12
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	3	16	20	16
Sat Jul 24 22:58:21 2021	1627131501	2	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	7	13	20	13
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:22 2021	1627131502	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	0	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:22 2021	1627131502	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	0	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	3	16	20	16
Sat Jul 24 22:58:21 2021	1627131501	5	15	20	15
Sat Jul 24 22:58:21 2021	1627131501	0	20	20	19
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	6	13	20	13
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:22 2021	1627131502	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	4	16	20	16
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	14
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	5	15	20	15
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	4	16	20	16
Sat Jul 24 22:58:21 2021	1627131501	6	14	20	14
Sat Jul 24 22:58:22 2021	1627131502	1	19	20	17
Sat Jul 24 22:58:21 2021	1627131501	0	20	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	7	13	20	12
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	7	13	20	13
Sat Jul 24 22:58:22 2021	1627131502	3	17	20	16
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	4	17	20	16
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	7	13	20	13
Sat Jul 24 22:58:21 2021	1627131501	0	20	20	20
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	6	14	20	14
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	6	14	20	14
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	0	20	20	19
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	2	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	16
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:22 2021	1627131502	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	20	20	20
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:22 2021	1627131502	0	20	20	20
Sat Jul 24 22:58:21 2021	1627131501	6	14	20	14
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	5	16	20	15
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	17
Sat Jul 24 22:58:21 2021	1627131501	7	14	20	14
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	2	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	7	14	20	13
Sat Jul 24 22:58:22 2021	1627131502	2	19	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	6	14	20	14
Sat Jul 24 22:58:21 2021	1627131501	5	16	20	15
Sat Jul 24 22:58:21 2021	1627131501	1	20	20	20
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	1	20	20	19
Sat Jul 24 22:58:21 2021	1627131501	3	17	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:22 2021	1627131502	3	18	20	16
Sat Jul 24 22:58:21 2021	1627131501	1	20	20	19
Sat Jul 24 22:58:22 2021	1627131502	2	18	20	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	20	18
Sat Jul 24 22:58:22 2021	1627131502	2	19	20	17
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:22 2021	1627131502	2	18	20	16
Sat Jul 24 22:58:22 2021	1627131502	1	19	20	16
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	19	20	19
Sat Jul 24 22:58:22 2021	1627131502	1	19	20	19
Sat Jul 24 22:58:21 2021	1627131501	1	20	20	20
Sat Jul 24 22:58:21 2021	1627131501	5	16	20	16
Sat Jul 24 22:58:22 2021	1627131502	2	19	21	16
Sat Jul 24 22:58:21 2021	1627131501	0	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	3	17	21	17
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	18
Sat Jul 24 22:58:21 2021	1627131501	6	15	21	14
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	2	18	21	18
Sat Jul 24 22:58:21 2021	1627131501	2	18	21	18
Sat Jul 24 22:58:21 2021	1627131501	6	15	21	15
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	18
Sat Jul 24 22:58:21 2021	1627131501	3	18	21	15
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	4	17	21	17
Sat Jul 24 22:58:21 2021	1627131501	3	18	21	18
Sat Jul 24 22:58:22 2021	1627131502	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	4	17	21	17
Sat Jul 24 22:58:21 2021	1627131501	6	14	21	14
Sat Jul 24 22:58:21 2021	1627131501	3	18	21	18
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:22 2021	1627131502	2	18	21	16
Sat Jul 24 22:58:22 2021	1627131502	2	19	21	16
Sat Jul 24 22:58:21 2021	1627131501	6	15	21	15
Sat Jul 24 22:58:21 2021	1627131501	2	18	21	18
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	0	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	6	15	21	15
Sat Jul 24 22:58:21 2021	1627131501	1	19	21	19
Sat Jul 24 22:58:22 2021	1627131502	2	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	0	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	18
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	18
Sat Jul 24 22:58:22 2021	1627131502	2	19	21	16
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	19
Sat Jul 24 22:58:22 2021	1627131502	2	19	21	17
Sat Jul 24 22:58:21 2021	1627131501	3	17	21	17
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	7	14	21	14
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	4	17	21	17
Sat Jul 24 22:58:22 2021	1627131502	1	20	21	17
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	5	16	21	15
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	18
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	18
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	18
Sat Jul 24 22:58:21 2021	1627131501	1	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	5	16	21	16
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	18
Sat Jul 24 22:58:22 2021	1627131502	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	19
Sat Jul 24 22:58:21 2021	1627131501	0	21	21	20
Sat Jul 24 22:58:21 2021	1627131501	3	18	21	18
Sat Jul 24 22:58:21 2021	1627131501	6	15	21	15
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	7	14	21	14
Sat Jul 24 22:58:21 2021	1627131501	5	16	21	16
Sat Jul 24 22:58:21 2021	1627131501	0	21	21	21
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	2	19	21	18
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
Sat Jul 24 22:58:21 2021	1627131501	2	20	21	19
Sat Jul 24 22:58:21 2021	1627131501	1	20	21	20
