starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 24 22:57:35 2021	1627131455	0	16	17	16
Sat Jul 24 22:57:35 2021	1627131455	1	16	17	16
Sat Jul 24 22:57:35 2021	1627131455	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	14	17	13
Sat Jul 24 22:57:34 2021	1627131454	1	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	9
Sat Jul 24 22:57:34 2021	1627131454	3	13	17	13
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	9
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	2	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	14	17	14
Sat Jul 24 22:57:35 2021	1627131455	4	12	17	12
Sat Jul 24 22:57:35 2021	1627131455	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	13
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	11
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	4	13	17	13
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	14
Sat Jul 24 22:57:35 2021	1627131455	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	4	13	17	13
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	13
Sat Jul 24 22:57:34 2021	1627131454	4	13	17	12
Sat Jul 24 22:57:34 2021	1627131454	4	12	17	12
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	13	17	11
Sat Jul 24 22:57:34 2021	1627131454	0	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:35 2021	1627131455	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	0	17	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:35 2021	1627131455	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	0	17	17	17
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	4	13	17	12
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	15	17	11
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:35 2021	1627131455	0	17	17	17
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:35 2021	1627131455	1	17	17	16
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:35 2021	1627131455	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	0	17	17	17
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	11
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	11
Sat Jul 24 22:57:35 2021	1627131455	8	10	17	9
Sat Jul 24 22:57:34 2021	1627131454	3	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	4	14	17	11
Sat Jul 24 22:57:34 2021	1627131454	3	15	17	11
Sat Jul 24 22:57:35 2021	1627131455	0	17	17	17
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:35 2021	1627131455	0	17	17	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	4	14	17	13
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	4	13	17	13
Sat Jul 24 22:57:34 2021	1627131454	2	16	17	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:35 2021	1627131455	1	17	17	16
Sat Jul 24 22:57:35 2021	1627131455	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	4	13	17	13
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	14
Sat Jul 24 22:57:34 2021	1627131454	3	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	4	13	17	13
Sat Jul 24 22:57:34 2021	1627131454	3	15	17	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	17	11
Sat Jul 24 22:57:34 2021	1627131454	1	16	17	16
Sat Jul 24 22:57:34 2021	1627131454	5	13	17	12
Sat Jul 24 22:57:35 2021	1627131455	1	17	17	17
Sat Jul 24 22:57:34 2021	1627131454	1	17	17	16
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	14
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	5	13	18	13
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	11
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	3	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	2	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	1	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	5	13	18	13
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	14
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	15
Sat Jul 24 22:57:34 2021	1627131454	7	10	18	8
Sat Jul 24 22:57:35 2021	1627131455	0	17	18	16
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	13
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	0	17	18	17
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	16	18	16
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	15
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	2	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	4	13	18	13
Sat Jul 24 22:57:34 2021	1627131454	2	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	7	11	18	8
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	14
Sat Jul 24 22:57:34 2021	1627131454	5	13	18	13
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	15
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	5	13	18	13
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	13
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	14
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	13
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	14
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	0	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	14
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	13
Sat Jul 24 22:57:34 2021	1627131454	0	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	13
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	0	18	18	17
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:35 2021	1627131455	0	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	3	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	7	11	18	8
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	2	16	18	15
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	14
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	14
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	11
Sat Jul 24 22:57:34 2021	1627131454	4	15	18	10
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	14
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	0	18	18	18
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	13
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	3	16	18	15
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	15
Sat Jul 24 22:57:35 2021	1627131455	1	18	18	17
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:35 2021	1627131455	0	18	18	18
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	0	18	18	18
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	18	18	18
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	13
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	14
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	2	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	2	17	18	16
Sat Jul 24 22:57:35 2021	1627131455	3	15	18	14
Sat Jul 24 22:57:35 2021	1627131455	5	14	18	13
Sat Jul 24 22:57:35 2021	1627131455	9	10	18	9
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	4	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	0	18	18	17
Sat Jul 24 22:57:34 2021	1627131454	4	15	18	14
Sat Jul 24 22:57:34 2021	1627131454	7	11	18	8
Sat Jul 24 22:57:34 2021	1627131454	5	13	18	11
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:35 2021	1627131455	1	18	18	17
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	3	16	18	15
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	4	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:35 2021	1627131455	1	17	18	17
Sat Jul 24 22:57:35 2021	1627131455	4	15	18	14
Sat Jul 24 22:57:35 2021	1627131455	3	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	10
Sat Jul 24 22:57:34 2021	1627131454	1	18	18	18
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	0	18	18	18
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	4	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	2	17	18	16
Sat Jul 24 22:57:35 2021	1627131455	4	15	18	14
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	7	11	18	9
Sat Jul 24 22:57:34 2021	1627131454	2	16	18	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	2	17	18	17
Sat Jul 24 22:57:34 2021	1627131454	1	18	18	17
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	18	16
Sat Jul 24 22:57:35 2021	1627131455	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	3	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	4	14	18	14
Sat Jul 24 22:57:34 2021	1627131454	4	15	18	15
Sat Jul 24 22:57:34 2021	1627131454	6	12	18	12
Sat Jul 24 22:57:34 2021	1627131454	1	17	18	17
Sat Jul 24 22:57:35 2021	1627131455	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:35 2021	1627131455	2	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	2	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	2	16	19	16
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	0	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	4	14	19	14
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	2	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	5	14	19	13
Sat Jul 24 22:57:34 2021	1627131454	2	16	19	16
Sat Jul 24 22:57:35 2021	1627131455	8	10	19	9
Sat Jul 24 22:57:34 2021	1627131454	3	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	0	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	4	14	19	11
Sat Jul 24 22:57:34 2021	1627131454	1	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	2	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	2	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	1	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	17
Sat Jul 24 22:57:34 2021	1627131454	5	14	19	14
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	14
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	10
Sat Jul 24 22:57:34 2021	1627131454	4	14	19	11
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	8	11	19	10
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	2	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	10
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	5	14	19	11
Sat Jul 24 22:57:35 2021	1627131455	1	18	19	18
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	6	13	19	13
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	14
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	15
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	19
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	18
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	14
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	19
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	5	15	19	14
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	10
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	7	12	19	10
Sat Jul 24 22:57:34 2021	1627131454	3	17	19	16
Sat Jul 24 22:57:34 2021	1627131454	8	11	19	10
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	17
Sat Jul 24 22:57:34 2021	1627131454	4	16	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	19
Sat Jul 24 22:57:35 2021	1627131455	5	15	19	14
Sat Jul 24 22:57:35 2021	1627131455	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	10
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	19
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:35 2021	1627131455	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	5	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	2	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:35 2021	1627131455	3	16	19	14
Sat Jul 24 22:57:35 2021	1627131455	4	15	19	14
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
